gain	15	12	-79.50
gain	13	14	-56.87
gain	14	13	-57.28
gain	13	15	-68.04
gain	15	13	-69.48
gain	14	15	-56.98
gain	15	14	-58.03
noise	0	-105.58	4.00
noise	1	-103.99	4.00
noise	2	-103.10	4.00
noise	3	-105.14	4.00
noise	4	-104.95	4.00
noise	5	-104.53	4.00
noise	6	-104.77	4.00
noise	7	-104.46	4.00
noise	8	-105.38	4.00
noise	9	-104.43	4.00
noise	10	-104.69	4.00
noise	11	-104.12	4.00
noise	12	-104.84	4.00
noise	13	-105.00	4.00
noise	14	-104.10	4.00
noise	15	-104.22	4.00
